Genus_Name	Baseline_1_2018.09.05_ds10813553	Baseline_10_2018.09.14_ds10813559	Baseline_11_2018.09.15_ds10813571	Baseline_12_2018.09.16_ds10813570	Baseline_13_2018.09.17_ds10813556	Baseline_14_2018.09.18_ds10813558	Baseline_15_2018.09.19_ds10813575	Baseline_16_2018.09.20_ds10811746	Baseline_17_2018.09.21_ds10813554	Baseline_18_2018.09.22_ds10813555	Baseline_19_2018.09.23_ds10813563	Baseline_2_2018.09.06_ds10813564	Baseline_20_2018.09.24_ds10813569	Baseline_21_2018.09.25_ds10813551	Baseline_22_2018.09.26_ds10813572	Baseline_23_2018.09.27_ds10813557	Baseline_24_2018.09.28_ds10813561	Baseline_25_2018.09.29_ds10811749	Baseline_26_2018.09.30_ds10813560	Baseline_27_2018.10.01_ds10813567	Baseline_28_2018.10.02_ds10813574	Baseline_29_2018.10.03_ds10813578	Baseline_3_2018.09.07_ds10811748	Baseline_30_2018.10.04_ds10811747	Baseline_31_2018.10.05_ds10813562	Baseline_32_2018.10.06_ds10813566	Baseline_33_2018.10.07_ds10813573	Baseline_4_2018.09.08_ds10813565	Baseline_5_2018.09.09_ds10813552	Baseline_6_2018.09.10_ds10813576	Baseline_7_2018.09.11_ds10813577	Baseline_8_2018.09.12_ds10811750	Baseline_9_2018.09.13_ds10813568	Kefir_ds10826596	Neg_DNAextr_1_ds10826595	Neg_DNAextr_2_ds10828555	Neg_DNAextr_3_ds10828557	Neg_DNAextr_4_ds10828558	Neg_DNAextr_5_ds10826597	Neg_DNAextr_6_ds10828559	OutsideFarm_1_2018.09.05_ds10826589	OutsideFarm_10_2018.10.01_ds10826591	OutsideFarm_11_2018.10.03_ds10826593	OutsideFarm_12_2018.10.06_ds10828553	OutsideFarm_13_2018.10.07_ds10828554	OutsideFarm_2_2018.09.10_ds10828551	OutsideFarm_3_2018.09.11_ds10826599	OutsideFarm_4_2018.09.12_ds10826598	OutsideFarm_5_2018.09.17_ds10828552	OutsideFarm_6_2018.09.20_ds10826592	OutsideFarm_7_2018.09.22_ds10826594	OutsideFarm_8_2018.09.24_ds10826590	OutsideFarm_9_2018.09.28_ds10826600	SequencingBlank_ds10828556	TxAntibiotic_1_2018.09.06_ds10798909	TxAntibiotic_10_2018.10.03_ds10798906	TxAntibiotic_11_2018.10.04_ds10798915	TxAntibiotic_12_2018.10.05_ds10798912	TxAntibiotic_2_2018.09.07_ds10798908	TxAntibiotic_3_2018.09.13_ds10798911	TxAntibiotic_4_2018.09.14_ds10798910	TxAntibiotic_5_2018.09.19_ds10798913	TxAntibiotic_6_2018.09.20_ds10798904	TxAntibiotic_7_2018.09.21_ds10798907	TxAntibiotic_8_2018.09.26_ds10798914	TxAntibiotic_9_2018.09.29_ds10798905
Achromobacter	0.0707255393600357	0.158396980319967	0.0159230785374321	0.118740217939655	0.0799829322821145	0.207358465782611	0.0431390956725491	0.130595100159994	0.484068189886144	0.178709219052627	0.0530285216201437	0.315764194951848	0.223705295535351	0.11728868439824	0.0556909185209004	0.0620197433340831	0.374369514940651	0.0278441140591809	0.0189011245318546	0.35054868581401	0.33096995959436	0.0272213262322693	0.043521905140642	0.165442217783371	0.0267401764814212	0.15321242717641	0.0889571969459144	0.103477821583717	0.0633658299077871	0.0307886953824516	0.0661636902930588	0.0522120614456601	0.103029233321483	0.241804764995027	0.72346545741827	0.738644085824534	1.2097222961497	4.52645577607442	1.79467645124268	2.19959813342102	0.0600979948889961	0.08799988510735	0.0277951323635473	0.3029550577154	0.257730598789977	0.217401894813318	0.433779736059712	0.164039472609517	0.0990427387245289	0.027280344192829	0.237871596317629	0.0290600851114679	0.119813358344771	2.85358810167905	3.57641651682475	6.89270786084857	0.569305729764866	0.175023878604994	0.553145966006182	0.202772378833209	0.582376325641391	18.3398020038007	0.103663968408751	0.0467688117782389	0.106046928416998	0.42248343135205
Acidipropionibacterium	0.551659207008279	0.105597986879978	0.207000020986618	0.163267799667026	0.0319931729128458	0.207358465782611	0.0431390956725491	0.0652975500799969	1.22069369623462	0.15885263915789	0.265142608100718	0.0928718220446612	0.372842159225585	0.11728868439824	0.0742545580278672	0.0620197433340831	0.2495796766271	0.361973482769352	0.0378022490637092	0.560877897302416	0.124113734847885	2.17770609858154	0.188594922276116	2.38236793608054	0.0534803529628423	3.06424854352819	0.142331515113463	0.0443476378215932	0.240790153649591	0.831294775326192	0.198491070879177	0.295868348192074	0.489388858277043	0.612572071320735	2.89386182967308	0.738644085824534	1.2097222961497	0.905291155214884	0.897338225621339	2.19959813342102	0.105171491055743	0.21119972425764	2.50156191271925	0.586975424323588	1.08518146858938	0.144934596542212	0.283625212039043	0.0447380379844136	0.330142462415096	0.245523097735461	0.237871596317629	0.305130893670413	0.37441674482741	0.951196033893017	0.119213883894158	0.451980843334332	0.50604953756877	1.6141091026905	0.655041275533636	0.187174503538347	0.0388250883760927	0.363764667843981	0.276437249090003	0.0233844058891194	0.0353489761389992	0.0576113770025523
Acidovorax	0.29704726531215	0.246395302719949	0.286615413673778	0.207795381394396	0.0799829322821145	0.150806156932808	0.0431390956725491	0.130595100159994	0.631393291155841	0.15885263915789	0.159085564860431	0.111446186453593	0.134223177321211	0.273673596929226	0.111381837041801	0.0465148075005623	0.311974595783875	0.30628525465099	0.0378022490637092	0.911426583116425	1.15839485858026	0.884693102548752	0.21760952570321	1.45589151649366	0.106960705925685	0.750740893164408	0.0889571969459144	0.118260367524248	0.190097489723361	0.184732172294709	0.198491070879177	0.174040204818867	0.103029233321483	0.0322406353326702	0.72346545741827	0.738644085824534	2.41944459229939	1.81058231042977	1.79467645124268	1.09979906671051	0.0450734961667471	0.07039990808588	0.903341801815286	0.0568040733216375	0.189906757003141	0.181168245677765	0.0667353440091865	0.238602869250206	0.148564108086793	0.163682065156974	0.41627529355585	0.0435901276672018	0.254603386482639	0.951196033893017	0.0851527742101131	0.1355942530003	0.379537153176577	1.53632071219939	0.305685928582364	0.0467936258845867	0.0970627209402318	0.727529335687962	0.328269233294379	0.257228464780314	0.0530234642084989	0.0576113770025523
Acinetobacter	18.8837190091295	67.9347048927859	32.7537725514979	31.6887956626454	14.8448322315604	64.2434228533761	14.30061021545	13.5165928665593	163.194119320746	72.1190981776822	32.5771884486416	118.745911666304	49.5134387451577	138.381099475856	12.846038538821	45.5069866713835	250.474003801681	59.2105085468483	13.5899085384034	351.652914174324	231.927199185748	65.9028308083239	35.5573964999046	94.7487581245364	14.412955123486	93.8885753737039	18.5920541616961	15.8616717941898	27.2092873624038	18.4270341863973	31.1465572054574	13.7491761806905	17.8884506354425	24.8252892061561	52.8129783915337	38.4094924628757	58.0666702151854	115.877267867505	116.653969330774	109.979906671051	9.73587517201736	18.6911755968011	121.423035730156	31.3558484735439	42.1457352863398	68.5540641644663	42.1100020697967	26.4401804487884	12.4958922024114	51.1779257057473	158.779290542017	22.2309651102729	22.7944914250927	41.8526254912927	83.0920770742283	407.3929331394	338.800165402291	135.701847211738	67.5274772711231	16.8613031937461	14.0546819921456	64.7197971539083	51.1063364255143	70.5507525674733	13.6800537657927	33.7794707158298
Actinomyces	0.763835825088386	1.35517416495972	2.03815405279131	1.17255965215409	1.23173715714456	0.923687711213448	0.345112765380393	0.946814476159954	4.58812458239911	0.794263195789452	0.972189563035967	0.687251483130493	0.447410591070702	0.215029254730106	0.761109219785639	0.573682625840269	2.07983063855917	0.90493370692338	0.0378022490637092	5.15306568146594	5.46100433330694	4.17847357665334	1.47974477478183	7.77578423581843	0.160441058888527	4.27462671822183	0.480368863507938	1.01999566989664	0.557619303188527	0.939055209164772	1.35635565100771	1.13126133132264	1.10756425820594	2.17624288495524	2.17039637225481	0.738644085824534	4.83888918459878	1.81058231042977	1.79467645124268	2.19959813342102	0.631028946334459	0.98559871320232	5.28107514907398	0.9088651731462	2.10253909539191	0.833373930117719	1.65169976422737	0.507031097156687	1.07296300284906	0.709288949013555	3.41940419706591	0.929922723566972	1.36287695117177	5.7071762033581	0.408733316208543	1.94351762633763	2.27722291905946	4.70619762471205	1.29552607827764	0.795491640037974	0.970627209402318	1.71272531109874	0.742925106929383	0.374150494225911	0.45953668980699	0.0960189616709204
Actinoplanes	0.0424353236160214	0.0175996644799964	0.0159230785374321	0.0296850544849138	0.0159965864564229	0.056552308849803	0.0215695478362745	0.0163243875199992	0.294650202539392	0.119139479368418	0.106057043240287	0.0185743644089322	0.0149136863690234	0.0195481140663733	0.0185636395069668	0.0155049358335208	0.0831932255423668	0.0139220570295905	0.0189011245318546	0.455713291558213	0.08274248989859	0.0408319893484039	0.0290146034270947	0.0827211088916854	0.0267401764814212	0.15321242717641	0.0355828787783658	0.0147825459405311	0.0253463319631149	0.0153943476912258	0.0827046128663236	0.0348080409637734	0.0128786541651854	0.0161203176663351	0.72346545741827	0.738644085824534	1.2097222961497	0.905291155214884	0.897338225621339	1.09979906671051	0.015024498722249	0.05279993106441	0.0138975661817736	0.037869382214425	0.0542590734294687	0.036233649135553	0.0834191800114832	0.0149126793281379	0.0165071231207548	0.027280344192829	0.0892018486191108	0.0145300425557339	0.0599066791723856	0.951196033893017	0.0340611096840452	0.0677971265001499	0.0632561921960962	0.194470976227771	0.0145564727896364	0.0935872517691734	0.0388250883760927	0.0757843058008294	0.0345546561362504	0.0935376235564777	0.0176744880694996	0.0192037923341841
Adlercreutzia	0.0141451078720071	0.0175996644799964	0.0159230785374321	0.0148425272424569	0.0799829322821145	0.037701539233202	0.0215695478362745	0.0326487750399984	0.021046443038528	0.0198565798947363	0.0176761738733812	0.0185743644089322	0.0149136863690234	0.0390962281327465	0.0371272790139336	0.0155049358335208	0.0207983063855917	0.0139220570295905	0.0189011245318546	0.0175274342907005	0.0206856224746475	0.0408319893484039	0.0145073017135474	0.0330884435566742	0.0267401764814212	0.015321242717641	0.0177914393891829	0.0295650918810621	0.0126731659815574	0.184732172294709	0.0165409225732647	0.0174040204818867	0.0257573083303707	0.0161203176663351	0.72346545741827	0.738644085824534	1.2097222961497	0.905291155214884	0.897338225621339	1.09979906671051	0.0751224936112451	0.01759997702147	0.0138975661817736	0.0189346911072125	0.0135647683573672	0.0543504737033295	0.0166838360022966	0.0149126793281379	0.0165071231207548	0.0136401720964145	0.0297339495397036	0.0145300425557339	0.0149766697930964	0.951196033893017	0.0170305548420226	0.0225990421667166	0.0632561921960962	0.0388941952455541	0.0145564727896364	0.0155978752948622	0.0194125441880464	0.0151568611601659	0.0172773280681252	0.0233844058891194	0.0176744880694996	0.0192037923341841
Aequorivita	0.0565804314880286	0.0175996644799964	0.0159230785374321	0.0148425272424569	0.0159965864564229	0.0942538480830049	0.0215695478362745	0.0163243875199992	0.021046443038528	0.0198565798947363	0.0176761738733812	0.0185743644089322	0.0149136863690234	0.0195481140663733	0.0185636395069668	0.0620197433340831	0.103991531927958	0.0139220570295905	0.0189011245318546	0.035054868581401	0.0206856224746475	0.0272213262322693	0.0145073017135474	0.0165442217783371	0.0267401764814212	0.015321242717641	0.0177914393891829	0.0295650918810621	0.0126731659815574	0.0153943476912258	0.0165409225732647	0.0174040204818867	0.0128786541651854	0.0161203176663351	0.72346545741827	0.738644085824534	1.2097222961497	0.905291155214884	0.897338225621339	1.09979906671051	0.030048997444498	0.01759997702147	0.0138975661817736	0.0189346911072125	0.0135647683573672	0.0181168245677765	0.0166838360022966	0.0149126793281379	0.0165071231207548	0.0136401720964145	0.0594678990794072	0.0145300425557339	0.0149766697930964	0.951196033893017	0.0170305548420226	0.0225990421667166	0.0632561921960962	0.0194470976227771	0.0291129455792727	0.0155978752948622	0.0194125441880464	0.0151568611601659	0.0172773280681252	0.0233844058891194	0.0176744880694996	0.0192037923341841
Aerococcus	0.339482588928171	0.703986579199854	0.191076942449185	0.534330980728448	0.319931729128458	1.01794155929645	0.258834574035294	0.163243875199992	4.67231035455322	0.953115834947342	0.58331373782158	1.02159004249127	1.07378541856968	1.9743595207037	0.705418301264739	0.542672754173227	3.11974595783875	1.53142627325495	0.151208996254837	2.82191692080278	6.26774360981819	3.33461246345299	0.609306671968989	2.51472171030724	0.748724941479792	3.2174609707046	1.06748636335097	0.325216010691683	1.11523860637705	0.40025303997187	0.529309522344471	0.226252266264527	0.424995587451117	3.77215433392242	2.89386182967308	0.738644085824534	3.62916688844909	3.62116462085954	4.4866911281067	4.39919626684205	0.585955450167712	0.56319926468704	5.16989461961979	2.46150984393763	2.19749247389348	1.32252819344768	1.25128770017225	1.71495812273585	0.742820540433967	2.2506283959084	3.74647764200265	3.15301923459426	0.79376349903411	1.90239206778603	0.39170276136652	10.7119459870237	6.19910683521743	4.43393825799317	0.378468292530545	0.389946882371556	0.194125441880464	0.606274446406635	0.760202434997509	2.78274430080521	0.353489761389992	1.40187684039544
Aeromicrobium	0.0141451078720071	0.0879983223999818	0.0318461570748642	0.0445275817273706	0.0159965864564229	0.0754030784664039	0.0215695478362745	0.0652975500799969	0.0841857721541121	0.0198565798947363	0.0176761738733812	0.0185743644089322	0.0149136863690234	0.0390962281327465	0.0556909185209004	0.0155049358335208	0.0831932255423668	0.0139220570295905	0.0189011245318546	0.0525823028721015	0.0206856224746475	0.0272213262322693	0.0145073017135474	0.0496326653350112	0.0267401764814212	0.183854912611692	0.0177914393891829	0.0147825459405311	0.0126731659815574	0.0153943476912258	0.0827046128663236	0.0174040204818867	0.0128786541651854	0.0161203176663351	0.72346545741827	0.738644085824534	1.2097222961497	0.905291155214884	0.897338225621339	1.09979906671051	0.0901469923334941	0.03519995404294	0.0555902647270945	0.0189346911072125	0.0135647683573672	0.036233649135553	0.0333676720045933	0.0149126793281379	0.0165071231207548	0.0409205162892436	0.0297339495397036	0.0145300425557339	0.0299533395861928	0.951196033893017	0.0851527742101131	0.0903961686668664	0.379537153176577	0.155576780982217	0.0145564727896364	0.0155978752948622	0.0582376325641391	0.0151568611601659	0.0345546561362504	0.0233844058891194	0.0176744880694996	0.0192037923341841
